待售房屋;室;厅;卫;面积;面积单位;朝向;楼层;建筑年份;小区名称;区;镇;道路;标签;总价;总价单位;均价;均价单位
新上~老业主急售！精装修全屋地暖，价格可谈，带车位;4室;2厅;2卫;127.4;㎡;南北;中层(共26层);2018年建造;弘阳上水;高新区;浒墅关;虎疁路1号;南北,满二年,近地铁,车位充足,;228;万;17901;元/㎡
上城时光 翡翠长安 3室2厅 新房未住 空房 看房随时;3室;2厅;2卫;105;㎡;南;;;上城时光(新房);吴中;越溪;苏州湾大道与文溪路交汇处;南北通透,厨卫全明,主卧套房,轨交房,;227;万;21620;元/㎡
房源采光好，南北通透，业主诚意出;3室;2厅;1卫;102;㎡;南;高层(共6层);1999年建造;滨河花苑;高新区;狮山;邓尉路36号;南,近地铁,稀缺户型,满五,;286;万;28040;元/㎡
南北通透 精装修 满五  住房 电梯房 3室2厅 诚心出售;3室;2厅;1卫;95.2;㎡;南北;低层(共18层);2017年建造;金科天籁城(西区);高新区;马涧;太湖大道;南北,满五年,车位充足,;175;万;18381;元/㎡
地铁口旁   88平 朝南 恒基旭辉城 诚心出售 价格可议;3室;2厅;1卫;88.5;㎡;南;中层(共24层);2017年建造;恒基旭辉城;高新区;浒墅关;鸿福路,近文昌路;南,满五年,近地铁,车位充足,;190;万;21474;元/㎡
享太湖新城配套，低价清退上城时光精装修3大件全送，一线湖景房;3室;2厅;2卫;105;㎡;南北;中层(共24层);2020年建造;上城时光;吴中;越溪;苏州湾大道;南北,热门小区,近地铁,随时可看,;194;万;18477;元/㎡
急急急！科技城绿地瞰湖花园！诚售！;3室;2厅;1卫;95.5;㎡;南北;高层(共32层);2015年建造;瞰湖花园(三期);高新区;科技城;科发路,近以升路;南北,满二年,配套成熟,;240;万;25129;元/㎡
新上好房 房东换房急售 南北通透两房 带电梯 随时可看 可谈;2室;2厅;1卫;114.8;㎡;南北;中层(共20层);2008年建造;嘉业阳光假日;高新区;狮山;珠江路121号;南北,满五年,近地铁,;246;万;21433;元/㎡
（婚装好房）急售（捡漏房源）（近期必卖）价格可谈！随时可看！;3室;2厅;2卫;113;㎡;南北;中层(共18层);2017年建造;淞泽家园八区;工业园;车坊;普惠路,近星湖街;南北,满五年,近地铁,多人关注,;195;万;17257;元/㎡
苏州市吴中区精装洋房;4室;2厅;2卫;125;㎡;南北;;;越秀悦年华花园;吴中;木渎;江苏省苏州市吴中区文藉路55号;南北通透,厨卫全明,主卧套房,高绿化率,;215;万;17200;元/㎡
多层电梯洋房 已空置 有钥匙 东边户大三房 房东急售;3室;2厅;2卫;122.3;㎡;南;高层(共7层);2016年建造;景山玫瑰园;高新区;马涧;华山路,近支英街;南,满五,房东急售,随时可看,;288;万;23543;元/㎡
不靠高架 好楼层 100平大三房 30万婚装自住 看房随时！;3室;2厅;1卫;100.2;㎡;南北;高层(共20层);2016年建造;金科天籁城(西区);高新区;马涧;太湖大道;南北,满五年,车位充足,;204;万;20370;元/㎡
枫桥马浜花园小户带阁楼提现面积送大车库看房方便;3室;2厅;2卫;92;㎡;南北;共5层;2003年建造;马浜花园(北区);高新区;枫桥;马运路;南北,满五年,近地铁,;180;万;19566;元/㎡
苏州乐园板块万科精装洋房 均价2.65万 精装三大件交付;3室;2厅;1卫;110;㎡;南;;;万科·云山著;虎丘;虎丘城区;凤凰峰路与旺家府街交叉口;大户型,低容积,;264;万;24000;元/㎡
（新上急售）（30万精装）车位软装！房东急售！捡漏！捡漏！;3室;2厅;1卫;94.2;㎡;南北;中层(共18层);2016年建造;柠檬花园;高新区;浒墅关;惠昌路,近文运路;南北,满二年,近地铁,车位充足,;180;万;19117;元/㎡
（30万精装）送车位送软装！急售！捡漏！价位可大谈！！;3室;2厅;2卫;98;㎡;南北;中层(共11层);2020年建造;越秀江南悦府;高新区;浒墅关;闻鼓路,近惠昌路;南北,满二年,近地铁,次新房,;213;万;21735;元/㎡
（新上急售，必看好房）婚装30万带车位，可等周期 三天必卖;3室;2厅;1卫;93.2;㎡;南北;中层(共18层);2016年建造;柠檬花园;高新区;浒墅关;惠昌路,近文运路;南北,满五年,近地铁,车位充足,;177;万;19002;元/㎡
仁恒品质 你懂得 来电咨询家电折扣全都有;3室;2厅;2卫;110;㎡;南;;;仁恒 澜庭叙;虎丘;虎丘城区;腾讯（苏州）数字产业基地旁;大户型,低容积,;295;万;26819;元/㎡
中航樾玺3房2卫前排别墅，无剪刀墙，中间楼层，业主着急出售。;3室;2厅;2卫;97.5;㎡;南北;低层(共19层);2019年建造;中航樾玺公馆;高新区;科技城;天佑路;南北,满二年,配套成熟,车位充足,;218;万;22357;元/㎡
S半岛清水湾花园 3室2厅 南北通透 豪华装修 房东急置换;3室;2厅;2卫;103.7;㎡;南北;中层(共11层);2010年建造;S半岛清水湾花园;吴中;长桥;澄湖西路111号;近地铁,南北通透,满五,;235;万;22666;元/㎡
（30万精装）软装车位！急售！捡漏！价位可大谈！;3室;2厅;1卫;93.7;㎡;南北;中层(共18层);2017年建造;水语金成花园;高新区;浒墅关;惠昌路36号;南北,唯一住房,近地铁,次新房,;183;万;19533;元/㎡
南北通透 3室2厅 水语金成花园 精装修 91平 房东急置换;3室;2厅;1卫;91.4;㎡;南北;低层(共18层);2016年建造;水语金成花园;高新区;浒墅关;惠昌路36号;南北,满五年,近地铁,;199;万;21782;元/㎡
新上260万起精装修洋房原价328万起现低于市场价100万！;3室;2厅;1卫;110;㎡;南;;;大象山舍;高新区;大阳山;凤凰峰路与旺家府街交叉口;南北通透,厨卫全明,大户型,;328;万;29819;元/㎡
（新上急售） 业主跟我定好新房！（全新装修30万）！带车位;3室;2厅;2卫;89;㎡;南北;中层(共18层);2017年建造;恒基旭辉城;高新区;浒墅关;鸿福路,近文昌路;南北,满五年,近地铁,车位充足,;156;万;17529;元/㎡
浒墅关恒基旭辉城南多层[17层]好房不要错过;3室;2厅;1卫;89.7;㎡;南;中层(共18层);2017年建造;恒基旭辉城;高新区;浒墅关;鸿福路,近文昌路;南,唯一住房,近地铁,车位充足,;165;万;18389;元/㎡
新上~老业主急售！精装修全屋地暖，价格可谈，带车位;3室;2厅;1卫;95;㎡;南北;高层(共9层);2020年建造;宽阅雅苑;高新区;浒墅关;中环北线,近文昌路;热门小区,南北通透,价格优惠,;226;万;23790;元/㎡
旭辉公元弘庭 91平3室2厅 满二189万   楼层好 急卖;3室;2厅;1卫;91.2;㎡;南北;高层(共23层);2020年建造;旭辉公元弘庭;吴中;胥口;茅蓬路,近孙武路;南北,热门小区,近地铁,随时可看,;189;万;20722;元/㎡
地铁口旁  89平 精装修 2室2厅 满二 居家自住 保养好;2室;2厅;1卫;89;㎡;南;高层(共34层);2017年建造;恒基旭辉城;高新区;浒墅关;鸿福路,近文昌路;南,满二年,近地铁,车位充足,;185;万;20787;元/㎡
（30万精装）！！！急售！送车位送软装！！价位好谈！！;3室;2厅;1卫;91.2;㎡;南北;中层(共18层);2016年建造;水语金成花园;高新区;浒墅关;惠昌路36号;南北,满二年,近地铁,;177.5;万;19467;元/㎡
朝南 电梯房 满二 3室2厅 精装修 房东急置换 诚意买房;3室;2厅;1卫;90.9;㎡;南;低层(共21层);2014年建造;华美花园;高新区;浒墅关;文昌路277号;南,热门小区,近地铁,配套成熟,;181.5;万;19978;元/㎡
精装交付，交通便利，人车分流，绿化率高;3室;2厅;2卫;105;㎡;南;;;苏州樾府(新房);吴中;木渎;茶坞山路88号;轨交房,低容积,;281;万;26762;元/㎡
（新上急售）（业主已定璞玥风华）（底价抛售凑首付）带2个车位;3室;2厅;1卫;97.6;㎡;南北;中层(共18层);2018年建造;宽阅雅苑;高新区;浒墅关;中环北线,近文昌路;南北,满二年,近地铁,车位充足,;240;万;24591;元/㎡
绿地五期 科小本部 视野无遮挡 全新毛坯  换房诚售;3室;2厅;1卫;93;㎡;南北;中层(共20层);2016年建造;瞰湖花园(五期);高新区;科技城;以升路,近科发路;南北,满二年,配套成熟,;208.8;万;22452;元/㎡
低于市场价 急卖 阳光新天地精装3房 好楼层 采光好 有钥匙;3室;2厅;2卫;128.6;㎡;南;中层(共27层);2016年建造;阳光新天地;吴江;南部新城;花园路1888号;南,近地铁,配套成熟,公摊小,;190;万;14775;元/㎡
急卖！地铁口！精装未住过！带车位！远离高架！价格有空间！;3室;2厅;1卫;89.6;㎡;南北;中层(共32层);2017年建造;恒基旭辉城;高新区;浒墅关;鸿福路,近文昌路;南北,满五年,近地铁,车位充足,;156;万;17421;元/㎡
浒关 核心住宅区 飞机户型 品质住宅;3室;2厅;2卫;105;㎡;东;;;中建虹溪璟庭;高新区;浒墅关;鸿福路以北，鸿福花苑以西;南北通透,厨卫全明,主卧套房,购物中心,;247;万;23524;元/㎡
望湖湾，全天采光，精，装保养好，全南户型，中间楼层;2室;1厅;1卫;89.3;㎡;南;中层(共27层);2015年建造;望湖湾;高新区;科技城;锦峰路,近科研路;南,满二年,配套成熟,车位充足,;226;万;25317;元/㎡
（房，送车位，捡漏急售）婚装35万，一周必卖，    ;3室;2厅;1卫;90.4;㎡;南北;低层(共18层);2016年建造;水语金成花园;高新区;浒墅关;惠昌路36号;南北,满二年,近地铁,多人关注,;174.12;万;19257;元/㎡
（新上急售，必看好房）婚装30万带车位，可等周期 三天必卖;4室;2厅;2卫;121.1;㎡;南;中层(共26层);2019年建造;弘阳上水;高新区;浒墅关;虎疁路1号;南,满二年,近地铁,车位充足,;228;万;18833;元/㎡
城铁新城核心项目，地铁口，精装修，小三房，近商业，新区实验;3室;2厅;1卫;96;㎡;南;;;南山保利云熹花园;虎丘;虎丘城区;新区永旺西（惠昌路与风桅路交汇处）;南北通透,厨卫全明,动静分离,;259;万;26980;元/㎡
急售！绿地五期，全天采光，精装30W，科小本部，看房有钥匙！;3室;2厅;2卫;94;㎡;南北;高层(共33层);2018年建造;瞰湖花园(五期);高新区;科技城;以升路,近科发路;南北,满二年,配套成熟,次新房,;236;万;25107;元/㎡
急!急!急低于市场价满二近上海汾湖政府旁精装修房东置换急售;3室;2厅;3卫;105;㎡;南北;高层(共8层);2019年建造;上湖名著;吴江;汾湖;洋砂路9号;南北,热门小区,配套成熟,房东急售,;240;万;22858;元/㎡
新创竹园三室二厅，南北通透，楼层好！看房方便！;3室;2厅;1卫;95;㎡;南北;共5层;2002年建造;新创竹园;高新区;狮山;竹园路197号;南北,满二年,近地铁,车位充足,;283;万;29790;元/㎡
电梯房 旭辉上河郡(南区) 92平 南北通透 精装修 房东急;4室;2厅;1卫;92.1;㎡;南北;高层(共11层);2014年建造;旭辉上河郡(南区);高新区;浒墅关;董公堤路,近文昌路;南北,满五年,近地铁,车位充足,;184;万;19972;元/㎡
浒关单价1.6万起精装现房，五大商业综合体，看房免费专车接送;3室;2厅;2卫;103;㎡;西南;;;中南春风南岸花园(新房);虎丘;虎丘城区;浮桥路68号;南北通透,厨卫全明,主卧套房,购物中心,;250;万;24272;元/㎡
滨河路马运路，鑫苑国际城市花园北面，新港天之运精装三居室;3室;2厅;1卫;95.8;㎡;南北;中层(共11层);2016年建造;新港天之运花园(南区);高新区;枫桥;太湖大道,近马运路;南北,满五年,配套成熟,车位充足,;228;万;23790;元/㎡
（新上急售，必看好房）婚装30万带车位，可等周期 三天必卖;4室;2厅;2卫;115.2;㎡;南北;中层(共8层);2017年建造;恒基旭辉城;高新区;浒墅关;鸿福路,近文昌路;南北,满五年,近地铁,车位充足,;231;万;20049;元/㎡
水语三房 全屋中央空调 满五V一 拎包入住 位置安静不靠铁路;3室;2厅;1卫;92.7;㎡;南北;中层(共18层);2015年建造;水语金成花园;高新区;浒墅关;惠昌路36号;南北,满五年,近地铁,;219;万;23617;元/㎡
近地铁口 奥林清华三区精装 128平 254万 3室2厅2卫;3室;2厅;2卫;128;㎡;南北;中层(共30层);2020年建造;奥林清华(三区);吴江;吴江老城;东太湖大道7700号;南北,近地铁,配套成熟,房东急售,;254;万;19844;元/㎡
215 ，A1户型，采光视野无遮挡，看房有钥匙，价格可谈！;4室;2厅;2卫;97.8;㎡;南北;高层(共19层);2019年建造;中航樾玺公馆;高新区;科技城;天佑路;南北,满二年,配套成熟,车位充足,;221;万;22598;元/㎡
急卖237w中航新出满二110平 4加1房 多送8平;4室;2厅;2卫;111;㎡;南北;中层(共28层);2019年建造;中航樾玺公馆;高新区;科技城;天佑路;南北,满二年,配套成熟,车位充足,;240;万;21614;元/㎡
吉售！中航樾玺，全新毛坯，边户大四房，安静位置，中间楼层;4室;2厅;2卫;111.5;㎡;南北;中层(共27层);2019年建造;中航樾玺公馆;高新区;科技城;天佑路;南北,满二年,配套成熟,车位充足,;247;万;22153;元/㎡
精装，看房方便，价格可谈，;3室;2厅;1卫;98;㎡;南;;;苏悦湾(新房);高新区;浒墅关;虎疁路与北津西路交汇处;南北通透,厨卫全明,户型方正,;252;万;25715;元/㎡
老客户急售（地铁口！永旺旁）精装送车位！;3室;2厅;1卫;93.4;㎡;南北;中层(共18层);2020年建造;越秀江南悦府;高新区;浒墅关;闻鼓路,近惠昌路;南北,满二年,近地铁,次新房,;204;万;21851;元/㎡
（新上刚登记急售，3天必卖）精装30万 软装车位三天必卖;4室;2厅;2卫;99.5;㎡;南北;中层(共8层);2020年建造;首开金茂熙悦;高新区;浒墅关;虎疁路,近北津东路;南北,满二年,配套成熟,次新房,;195;万;19598;元/㎡
房源采光好，南北通透，业主诚意出售，价格可谈。;3室;2厅;2卫;128.7;㎡;南北;低层(共10层);2000年建造;蠡墅花园天华苑东区;吴中;长桥;先锋路,近长蠡路;南北,配套成熟,价格优惠,房东急售,;211;万;16400;元/㎡
满二 电梯房 水语金成花园 简单装修 看房方便 有钥匙;3室;2厅;1卫;92.6;㎡;南;高层(共18层);2013年建造;水语金成花园;高新区;浒墅关;惠昌路36号;南,满二年,近地铁,;189;万;20413;元/㎡
和萃澜庭 精装新房 230万起买科技城 限时优惠中错过不会有;3室;2厅;2卫;101;㎡;南北;;;和萃澜庭;高新区;西部生态城;太湖大道与福东路交汇处;低容积,;225;万;22278;元/㎡
诚心出售婚房！婚期临近女友劈腿！含泪割爱！地铁口！越湖家天下;3室;2厅;1卫;92;㎡;南北;高层(共6层);2013年建造;越湖家天下;吴中;城南;吴中大道99号;南北,满五年,近地铁,多人关注,;203;万;22056;元/㎡
弘阳上水 精装三房 拎包入住 视野开阔 看房基本随时;3室;2厅;1卫;88.1;㎡;南;高层(共18层);2018年建造;弘阳上水;高新区;浒墅关;虎疁路1号;南,满二年,近地铁,车位充足,;182;万;20666;元/㎡
真实在售一梯一户 山湖湾花园 精装修三房一卫 含家具家电;3室;2厅;1卫;97.3;㎡;南北;高层(共18层);2016年建造;山湖湾(北区);高新区;科技城;科霞路;南北,满二年,车位充足,;246;万;25273;元/㎡
团购优惠 3室2厅2卫 106m 朝南 约259万！精装交付;3室;2厅;2卫;106;㎡;南;;;科技城幸福里;高新区;通安;科技城天佑路与科达路交汇处;南北通透,厨卫全明,主卧套房,高绿化率,;270;万;25472;元/㎡
捡漏！！工作急调（忍痛割爱）低总价抛售， 带车位，周期可谈;3室;2厅;1卫;95.3;㎡;南北;中层(共28层);2015年建造;柠檬花园;高新区;浒墅关;惠昌路,近文运路;南北,满五年,近地铁,车位充足,;175.5;万;18416;元/㎡
中南紫云集105.00平238万3室2厅;3室;2厅;2卫;105;㎡;南;低层(共18层);2020年建造;中南紫云集;吴江;太湖新城;庞杨路,近松陵大道;南,热门小区,配套成熟,房东急售,;238;万;22667;元/㎡
（捡漏榜前五，错过再无）（业主已定科技城新房底价抛售）带车位;3室;2厅;1卫;92.3;㎡;南北;中层(共18层);2017年建造;运河水岸花园;高新区;浒墅关;风桅路25号;南北,满五年,近地铁,次新房,;197;万;21356;元/㎡
真双卫双阳台 三开间朝南。珍贵户型，中上楼层，诚心价格可谈;3室;2厅;2卫;98.4;㎡;南北;中层(共30层);2019年建造;中海珑湾;相城;高铁新城;富临路,近富祥路;南北,满二年,近地铁,车位充足,;235;万;23880;元/㎡
环境好 位置好 采光好 交通便利 周边配套齐全;3室;2厅;2卫;102;㎡;南;;;中泱公园;高新区;浒墅关;桑园路北津东路交叉口;;235;万;23040;元/㎡
诚心出售婚房！工作调动诚心换房！含泪割爱！地铁口！香漫雅园。;3室;2厅;1卫;92.1;㎡;南北;高层(共33层);2017年建造;香漫雅园;吴江;城北;兴吴路1105号;南北,满二年,近地铁,车位充足,;171;万;18577;元/㎡
店长！精装修南北价格真实机会难得快快快快！;3室;2厅;1卫;92.5;㎡;南北;中层(共18层);2017年建造;三千邑;吴江;运东;江陵东路689号;南北,满二年,次新房,多人关注,;141;万;15249;元/㎡
（新上急售，必看好房）婚装30万带车位，可等周期 三天必卖;4室;2厅;3卫;136.8;㎡;南北;中层(共18层);2016年建造;运河水岸花园;高新区;浒墅关;风桅路25号;南北,满五年,近地铁,次新房,;263.5;万;19264;元/㎡
房源采光好，南北通透，业主诚意出;3室;2厅;1卫;140;㎡;南;低层(共12层);2005年建造;锦绣江南(相城);相城;活力岛;春申湖中路637号;南,热门小区,新上小区,随时可看,;232;万;16572;元/㎡
（30万精装）软装车位！急售！捡漏！价位可谈！;3室;2厅;1卫;89.9;㎡;南北;中层(共18层);2017年建造;恒基旭辉城;高新区;浒墅关;鸿福路,近文昌路;南北,满五年,近地铁,车位充足,;161;万;17913;元/㎡
多层洋房 婚装自住 满五   房东急售;2室;2厅;1卫;76;㎡;南;中层(共8层);2016年建造;景山玫瑰园;高新区;马涧;华山路,近支英街;南,满五年,车位充足,;175;万;23027;元/㎡
名佳花园 花园洋房 大三居 南北通透 看房有钥匙 房东诚售;3室;2厅;2卫;125.9;㎡;南;共5层;2008年建造;名佳花园;高新区;浒墅关;兴贤路;南,满五年,配套成熟,;275;万;21843;元/㎡
保利精装新房，迎国庆全部83折销售！200万起中央公园  旁;3室;2厅;2卫;103;㎡;南;;;保利融信·云上流光;相城;活力岛;旺湖路与永青路交汇处;南北通透,厨卫全明,主卧套房,高绿化率,;229;万;22234;元/㎡
业主连夜登记，（位置）！带车位，性价比超高，万勿擦肩错过;3室;2厅;1卫;98;㎡;南北;中层(共26层);2020年建造;南山楠;高新区;浒墅关;浒莲路69号;南北,满二年,近地铁,车位充足,;210.54;万;21484;元/㎡
D跌口，价格可谈，朋友房急卖，钥匙在我手随时看，诚心卖！;3室;2厅;1卫;95;㎡;南北;中层(共18层);2015年建造;水语金成花园;高新区;浒墅关;惠昌路36号;南北,唯一住房,近地铁,;183;万;19264;元/㎡
单价15000 买次新小区 方正四房 全屋50万精装全送;4室;2厅;2卫;160.4;㎡;南;低层(共28层);2015年建造;花好月圆;相城;活力岛;齐门北大街1259号;南,热门小区,价格优惠,房东急售,;252;万;15711;元/㎡
急售急售 满五省税 中央空调95平 3房2厅 送大车库;3室;2厅;1卫;95;㎡;南;共5层;2013年建造;青苑新村二区;工业园;唯亭;葑亭大道;南,热门小区,近地铁,房东急售,;205;万;21579;元/㎡
找我买房可直接对接开发商，可享受巨大优惠;4室;2厅;2卫;120;㎡;南;;;望湖玫瑰园(新房);吴中;甪直;甫澄中路与迎新一路交汇处;大户型,低容积,;240;万;20000;元/㎡
（30万精装）车位软装！急售！捡漏！价位可大谈！;3室;2厅;1卫;101.7;㎡;南北;中层(共18层);2020年建造;璞玥风华;高新区;浒墅关;安阳路,近浒莲路;南北,满二年,近地铁,次新房,;281;万;27639;元/㎡
房源采光好，南北通透，业主诚意出;3室;2厅;1卫;98;㎡;南;中层(共15层);2020年建造;南山楠;高新区;浒墅关;浒莲路69号;南,满二年,近地铁,车位充足,;220;万;22449;元/㎡
科技城品质小区 装修空置 南北通透 临近商业 交通便利 诚售;3室;2厅;1卫;99.3;㎡;南;高层(共18层);2014年建造;水岸年华;高新区;科技城;科研路;南,满五年,配套成熟,;265;万;26687;元/㎡
花园洋房 精装交付 人气楼盘 车位充足 配套齐全;3室;2厅;2卫;103;㎡;南;;;雅樾澜庭;工业园;跨塘;昌南路和望泾路交汇处;南北通透,厨卫全明,主卧套房,低容积,;227;万;22039;元/㎡
新上捡漏（低于市场价50万）南北通透有钥匙采光好（车位;4室;2厅;2卫;120;㎡;南北;低层(共18层);2020年建造;运河与岸;高新区;浒墅关;桑园路,近北津东路;南北,满二年,配套成熟,车位充足,;251;万;20917;元/㎡
越湖名邸 精装南北通透三房 不靠高架 拎包入住;3室;2厅;1卫;110.3;㎡;南北;中层(共11层);2013年建造;越湖名邸;吴中;城南;吴中大道118号;近地铁,南北通透,房东急售,;199;万;18045;元/㎡
（新上急售，必看好房）婚装30万带车位，可等周期  三天必卖;4室;2厅;2卫;134;㎡;南北;中层(共18层);2016年建造;柠檬花园;高新区;浒墅关;惠昌路,近文运路;南北,满五年,近地铁,车位充足,;260;万;19411;元/㎡
新上~老业主急售！精装修全屋地暖，价格可谈，带车位;4室;2厅;2卫;127.4;㎡;南北;中层(共26层);2018年建造;弘阳上水;高新区;浒墅关;虎疁路1号;南北,满二年,近地铁,车位充足,;228;万;17901;元/㎡
上城时光 翡翠长安 3室2厅 新房未住 空房 看房随时;3室;2厅;2卫;105;㎡;南;;;上城时光(新房);吴中;越溪;苏州湾大道与文溪路交汇处;南北通透,厨卫全明,主卧套房,轨交房,;227;万;21620;元/㎡
房源采光好，南北通透，业主诚意出;3室;2厅;1卫;102;㎡;南;高层(共6层);1999年建造;滨河花苑;高新区;狮山;邓尉路36号;南,近地铁,稀缺户型,满五,;286;万;28040;元/㎡
南北通透 精装修 满五  住房 电梯房 3室2厅 诚心出售;3室;2厅;1卫;95.2;㎡;南北;低层(共18层);2017年建造;金科天籁城(西区);高新区;马涧;太湖大道;南北,满五年,车位充足,;175;万;18381;元/㎡
地铁口旁   88平 朝南 恒基旭辉城 诚心出售 价格可议;3室;2厅;1卫;88.5;㎡;南;中层(共24层);2017年建造;恒基旭辉城;高新区;浒墅关;鸿福路,近文昌路;南,满五年,近地铁,车位充足,;190;万;21474;元/㎡
享太湖新城配套，低价清退上城时光精装修3大件全送，一线湖景房;3室;2厅;2卫;105;㎡;南北;中层(共24层);2020年建造;上城时光;吴中;越溪;苏州湾大道;南北,热门小区,近地铁,随时可看,;194;万;18477;元/㎡
急急急！科技城绿地瞰湖花园！诚售！;3室;2厅;1卫;95.5;㎡;南北;高层(共32层);2015年建造;瞰湖花园(三期);高新区;科技城;科发路,近以升路;南北,满二年,配套成熟,;240;万;25129;元/㎡
新上好房 房东换房急售 南北通透两房 带电梯 随时可看 可谈;2室;2厅;1卫;114.8;㎡;南北;中层(共20层);2008年建造;嘉业阳光假日;高新区;狮山;珠江路121号;南北,满五年,近地铁,;246;万;21433;元/㎡
（婚装好房）急售（捡漏房源）（近期必卖）价格可谈！随时可看！;3室;2厅;2卫;113;㎡;南北;中层(共18层);2017年建造;淞泽家园八区;工业园;车坊;普惠路,近星湖街;南北,满五年,近地铁,多人关注,;195;万;17257;元/㎡
苏州市吴中区精装洋房;4室;2厅;2卫;125;㎡;南北;;;越秀悦年华花园;吴中;木渎;江苏省苏州市吴中区文藉路55号;南北通透,厨卫全明,主卧套房,高绿化率,;215;万;17200;元/㎡
多层电梯洋房 已空置 有钥匙 东边户大三房 房东急售;3室;2厅;2卫;122.3;㎡;南;高层(共7层);2016年建造;景山玫瑰园;高新区;马涧;华山路,近支英街;南,满五,房东急售,随时可看,;288;万;23543;元/㎡
不靠高架 好楼层 100平大三房 30万婚装自住 看房随时！;3室;2厅;1卫;100.2;㎡;南北;高层(共20层);2016年建造;金科天籁城(西区);高新区;马涧;太湖大道;南北,满五年,车位充足,;204;万;20370;元/㎡
马浜花园 中户 业主急卖 价格可谈 欲购从速 看房方便;3室;2厅;2卫;92;㎡;南北;共5层;2003年建造;马浜花园(北区);高新区;枫桥;马运路;南北,满五年,近地铁,;225;万;24457;元/㎡
苏州乐园板块万科精装洋房 均价2.65万 精装三大件交付;3室;2厅;1卫;110;㎡;南;;;万科·云山著;虎丘;虎丘城区;凤凰峰路与旺家府街交叉口;大户型,低容积,;264;万;24000;元/㎡
（新上急售）（30万精装）车位软装！房东急售！捡漏！捡漏！;3室;2厅;1卫;94.2;㎡;南北;中层(共18层);2016年建造;柠檬花园;高新区;浒墅关;惠昌路,近文运路;南北,满二年,近地铁,车位充足,;180;万;19117;元/㎡
（新上急售，必看好房） 婚装30万车位，可等周期 三天必卖;3室;2厅;2卫;98;㎡;南北;中层(共11层);2020年建造;越秀江南悦府;高新区;浒墅关;闻鼓路,近惠昌路;南北,满二年,近地铁,次新房,;214.5;万;21888;元/㎡
（新上急售，必看好房）婚装30万带车位，可等周期 三天必卖;3室;2厅;1卫;93.2;㎡;南北;中层(共18层);2016年建造;柠檬花园;高新区;浒墅关;惠昌路,近文运路;南北,满五年,近地铁,车位充足,;177;万;19002;元/㎡
仁恒品质 你懂得 来电咨询家电折扣全都有;3室;2厅;2卫;110;㎡;南;;;仁恒 澜庭叙;虎丘;虎丘城区;腾讯（苏州）数字产业基地旁;大户型,低容积,;295;万;26819;元/㎡
中航樾玺3房2卫前排别墅，无剪刀墙，中间楼层，业主着急出售。;3室;2厅;2卫;97.5;㎡;南北;低层(共19层);2019年建造;中航樾玺公馆;高新区;科技城;天佑路;南北,满二年,配套成熟,车位充足,;218;万;22357;元/㎡
S半岛清水湾花园 3室2厅 南北通透 豪华装修 房东急置换;3室;2厅;2卫;103.7;㎡;南北;中层(共11层);2010年建造;S半岛清水湾花园;吴中;长桥;澄湖西路111号;近地铁,南北通透,满五,;235;万;22666;元/㎡
(楼 王)南北通透，近随时看房有钥匙，诚心卖，小区前排;3室;2厅;1卫;93.7;㎡;南北;中层(共18层);2017年建造;水语金成花园;高新区;浒墅关;惠昌路36号;南北,满五年,近地铁,次新房,;182.22;万;19450;元/㎡
南北通透 3室2厅 水语金成花园 精装修 91平 房东急置换;3室;2厅;1卫;91.4;㎡;南北;低层(共18层);2016年建造;水语金成花园;高新区;浒墅关;惠昌路36号;南北,满五年,近地铁,;199;万;21782;元/㎡
新上260万起精装修洋房原价328万起现低于市场价100万！;3室;2厅;1卫;110;㎡;南;;;大象山舍;高新区;大阳山;凤凰峰路与旺家府街交叉口;南北通透,厨卫全明,大户型,;328;万;29819;元/㎡
恒基旭辉城89.00平189万3室2厅1卫;3室;2厅;1卫;89;㎡;南北;低层(共27层);2015年建造;恒基旭辉城;高新区;浒墅关;鸿福路,近文昌路;南北,满二年,近地铁,车位充足,;189;万;21236;元/㎡
（特价急售）（带车位）（业主天天致电催急售）（精装拎包入住）;3室;2厅;1卫;89.7;㎡;南;中层(共18层);2017年建造;恒基旭辉城;高新区;浒墅关;鸿福路,近文昌路;南,满五年,近地铁,车位充足,;159.3;万;17754;元/㎡
新上~老业主急售！精装修全屋地暖，价格可谈，带车位;3室;2厅;1卫;95;㎡;南北;高层(共9层);2020年建造;宽阅雅苑;高新区;浒墅关;中环北线,近文昌路;热门小区,南北通透,价格优惠,;226;万;23790;元/㎡
旭辉公元弘庭 91平3室2厅 满二189万   楼层好 急卖;3室;2厅;1卫;91.2;㎡;南北;高层(共23层);2020年建造;旭辉公元弘庭;吴中;胥口;茅蓬路,近孙武路;南北,热门小区,近地铁,随时可看,;189;万;20722;元/㎡
地铁口旁  89平 精装修 2室2厅 满二 居家自住 保养好;2室;2厅;1卫;89;㎡;南;高层(共34层);2017年建造;恒基旭辉城;高新区;浒墅关;鸿福路,近文昌路;南,满二年,近地铁,车位充足,;185;万;20787;元/㎡
（超大捡漏，置换等钱，低于市场价30万）车位，3天必卖;3室;2厅;1卫;91.2;㎡;南北;中层(共18层);2016年建造;水语金成花园;高新区;浒墅关;惠昌路36号;南北,满五年,近地铁,;177.5;万;19467;元/㎡
